Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
608,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
1322,22-24,Woman,Philippines,Bachelor’s degree,Business Analyst,< 1 years,Python,,,,,,,,,,,,,Javascript
51,25-29,Man,India,,,,,,,,,,,,,,,,,
3193,55-59,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
895,22-24,Man,Malaysia,Master’s degree,Currently not employed,< 1 years,,,,,,,,,,,,None,,R
327,25-29,Man,India,Master’s degree,Other,I have never written code,,,,,,,,,,,,,,
3048,18-21,Man,Kenya,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,Other,Other
781,25-29,Man,Ukraine,Master’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
1105,25-29,Woman,Tunisia,Doctoral degree,Research Scientist,5-10 years,Python,R,,,,Java,,,,,MATLAB,,,Python
1213,40-44,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,Python,,,C,C++,,,,,Bash,,,,Python
990,25-29,Woman,India,Professional degree,Currently not employed,< 1 years,Python,,,,,,,,,,MATLAB,,,Python
43,22-24,Woman,Germany,Master’s degree,,,,,,,,,,,,,,,,
6244,18-21,Man,India,Bachelor’s degree,Student,5-10 years,Python,,SQL,C,,Java,,,,,MATLAB,,,MATLAB
1055,45-49,Man,Other,Master’s degree,Other,20+ years,Python,R,,,,,,,,,,,,Python
1374,60-69,Man,Japan,Bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
1543,40-44,Man,Netherlands,Doctoral degree,Research Scientist,20+ years,Python,,,,,,Javascript,,,,,,,Python
422,50-54,Man,Brazil,Master’s degree,Business Analyst,3-5 years,Python,R,SQL,,,,,,,,,,,Other
376,18-21,Man,India,Master’s degree,Student,1-2 years,Python,,,C,,Java,,,,Bash,MATLAB,,,Java
220,18-21,Woman,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
571,45-49,Man,Spain,Master’s degree,Software Engineer,10-20 years,,,,,,Java,,,,,,,,Python
498,30-34,Man,Other,Master’s degree,DBA/Database Engineer,< 1 years,,R,,,,,,,,,,,,R
509,35-39,Man,Russia,Professional degree,Machine Learning Engineer,3-5 years,Python,,,,,,Javascript,,,,,,,Python
677,22-24,Man,China,Bachelor’s degree,Student,< 1 years,Python,,,,,Java,,,,,,,,C
2683,30-34,Man,Spain,Master’s degree,Other,5-10 years,Python,,,C,,,,,,,,,,Python
774,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,< 1 years,Python,,SQL,,,,Javascript,,,,,,,Python
2564,30-34,Man,India,Bachelor’s degree,Other,1-2 years,Python,R,SQL,,,,,,,,,,,Python
1250,50-54,Man,Mexico,Master’s degree,Data Scientist,20+ years,Python,,SQL,,,,,,,,,,,Python
1404,60-69,Man,United States of America,Bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
203,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,C++,,,,,,,,,Python
1099,35-39,Woman,United States of America,Bachelor’s degree,Product/Project Manager,1-2 years,,,,,,,,,,,,None,,Python
820,35-39,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
1205,22-24,Man,India,Master’s degree,Business Analyst,1-2 years,Python,R,SQL,,C++,Java,,,,,,,Other,Python
110,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
152,18-21,Man,Viet Nam,Master’s degree,Student,< 1 years,Python,,,C,,,,,,,,,,Python
720,22-24,Man,Other,Master’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python
595,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,,,,Python
25276,25-29,Man,Indonesia,,,,,,,,,,,,,,,,,
688,22-24,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
75472,30-34,Woman,United States of America,Bachelor’s degree,Other,1-2 years,Python,,,,,,,,,,,,Other,Python
652,25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,Bash,,,,Python
1143,35-39,Man,Malaysia,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,Other,Python
361,22-24,Woman,India,Master’s degree,Student,1-2 years,Python,,,C,C++,,,Julia,,,MATLAB,,,Python
482,25-29,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years,Python,,,,,,,,,,,,,Python
510,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,Bash,,,Other,Python
581,25-29,Man,India,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
41,22-24,Woman,Mexico,,,,,,,,,,,,,,,,,
5560,22-24,Man,Republic of Korea,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
69,22-24,Man,Thailand,Bachelor’s degree,,,,,,,,,,,,,,,,
1105,35-39,Man,Malaysia,Bachelor’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
562,40-44,Man,United States of America,Master’s degree,Student,3-5 years,Python,R,SQL,,,,,,,,,,,R
209,18-21,Man,Philippines,Doctoral degree,Student,3-5 years,Python,,SQL,,,Java,,,,Bash,MATLAB,,,Python
2333,30-34,Man,India,I prefer not to answer,Data Scientist,1-2 years,,,,,,,,,,,,,,
240,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,,,,,,,,,,None,,None
629,30-34,Man,Turkey,Bachelor’s degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
909,25-29,Man,India,Bachelor’s degree,Data Analyst,1-2 years,Python,R,SQL,C,C++,Java,,,,,,,,C
835,30-34,Man,Australia,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,SQL
564,25-29,Man,Pakistan,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,MATLAB,,,R
429,22-24,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,Java,Javascript,,,,,,,Python
210,25-29,Man,India,Master’s degree,Student,I have never written code,,,,,,,,,,,,,,
628,25-29,Prefer not to say,Other,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,,Java,,,,,,,,Python
681,40-44,Man,Canada,Master’s degree,Software Engineer,10-20 years,Python,R,SQL,,,,,,,,,,Other,R
483,18-21,Man,Germany,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
719,25-29,Man,India,Master’s degree,Other,< 1 years,Python,,,,,,,,,,,,,Python
137,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,Other,Python
416,22-24,Man,India,I prefer not to answer,Data Analyst,< 1 years,Python,,,,,,,,,,,,,Python
266,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,Java,Javascript,,,Bash,MATLAB,,Other,Python
2462,35-39,Man,Egypt,Bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
656,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,< 1 years,Python,,,,,,,,,,,,,Python
53,25-29,Man,Canada,Master’s degree,,,,,,,,,,,,,,,,
791,25-29,Man,India,Master’s degree,Business Analyst,< 1 years,Python,,SQL,,,,,,,,,,,R
827,22-24,Man,Indonesia,Bachelor’s degree,Other,1-2 years,Python,,SQL,C,C++,,,,,,MATLAB,,,Python
633,25-29,Woman,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
277,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,C,,Java,Javascript,,,,,,,Python
393,22-24,Woman,United States of America,Bachelor’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
691,35-39,Woman,India,Professional degree,Student,5-10 years,Python,,,,,,,,,,,,,Python
388,22-24,Man,Brazil,Bachelor’s degree,Currently not employed,3-5 years,,,,,,,,,,,,None,,Python
781,22-24,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python
1320,35-39,Woman,Canada,Doctoral degree,Currently not employed,1-2 years,Python,,SQL,,,,,,,,,,,Python
11491,18-21,Man,India,Bachelor’s degree,Student,1-2 years,,,,C,,,,,,,,,,Python
299,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,,,,,,Java,,,,,,,,Python
374,30-34,Man,Brazil,Master’s degree,Product/Project Manager,10-20 years,,,,,,,Javascript,,Swift,,,,Other,Python
771,30-34,Man,India,Doctoral degree,Data Scientist,3-5 years,Python,R,,,,,,,,,MATLAB,,,Python
1582,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,5-10 years,Python,,SQL,,,,,,,,,,,Python
383,18-21,Man,China,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,Other,C++
598,55-59,Man,Germany,Bachelor’s degree,Business Analyst,10-20 years,Python,,,C,,,,,,,,,,Python
557,25-29,Man,Malaysia,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
461,25-29,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,,,,,,,,,Python
541,40-44,Man,Italy,Bachelor’s degree,Software Engineer,10-20 years,Python,,SQL,,C++,,,,,,,,Other,Python
652,35-39,Man,Ukraine,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,,Javascript,,,,,,Other,Python
698,30-34,Man,Belarus,No formal education past high school,Machine Learning Engineer,5-10 years,Python,,,,,,,,,,,,Other,Python
988,25-29,Man,Poland,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,Java,,,,Bash,,,,Python
732,40-44,Man,Portugal,Master’s degree,Data Analyst,I have never written code,,,,,,,,,,,,,,
874,40-44,Man,Spain,Master’s degree,Data Analyst,1-2 years,,R,,,,,,,,,,,,R
488,35-39,Woman,Egypt,Doctoral degree,Research Scientist,10-20 years,Python,,SQL,,,,,,,,MATLAB,,,MATLAB
602,35-39,Man,Portugal,Doctoral degree,Research Scientist,10-20 years,Python,R,,,C++,,,,,,,,,Python
1833,40-44,Man,India,Bachelor’s degree,Product/Project Manager,3-5 years,Python,,,,,,,,,,,,,Python
188,25-29,Man,China,Master’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
265,50-54,Man,United States of America,Doctoral degree,Other,< 1 years,Python,R,SQL,,,,,,,,,,,SQL
477,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10-20 years,Python,R,,,,,,,,,MATLAB,,,Python
1070,18-21,Woman,India,Bachelor’s degree,Statistician,3-5 years,Python,R,,,,,,,,,,,,Python
507,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,,,,,,,,,SQL
1675,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,C
317,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,,Javascript,,,,,,,Python
336,55-59,Prefer not to say,United States of America,Bachelor’s degree,Product/Project Manager,5-10 years,Python,R,SQL,,C++,,,,,,,,,Python
110,25-29,Woman,India,Master’s degree,Software Engineer,1-2 years,Python,,SQL,C,,Java,Javascript,,,,,,,Python
865,25-29,Man,Colombia,Bachelor’s degree,Software Engineer,5-10 years,Python,R,SQL,,,,Javascript,,,,,,Other,R
389,25-29,Woman,India,Bachelor’s degree,Student,5-10 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,Other,Python
326,22-24,Woman,India,Master’s degree,Student,3-5 years,Python,,,,,Java,,,,,,,,Python
1671,30-34,Woman,United States of America,Master’s degree,Currently not employed,1-2 years,Python,R,SQL,,,,,,,,,,,SQL
748,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,Python
476,50-54,Man,United States of America,Bachelor’s degree,Data Scientist,20+ years,Python,R,SQL,,,Java,,,,,,,,Python
63808,25-29,Man,Russia,Bachelor’s degree,Currently not employed,5-10 years,,,SQL,,,,,,,,,,Other,Python
317,40-44,Man,Australia,Bachelor’s degree,Other,< 1 years,,,,,,,,,,,,None,,None
353,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,Python
629,22-24,Woman,India,Doctoral degree,Currently not employed,3-5 years,Python,,,,,Java,Javascript,,,,,,,Python
417,18-21,Man,Pakistan,Bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
866,35-39,Man,United States of America,Master’s degree,Software Engineer,10-20 years,Python,,,,,,,,,,,,Other,Python
135007,18-21,Man,Brazil,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,Bash,,,,Python
526,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Python,,SQL,,,,Javascript,,,,,,,Python
623,18-21,Woman,Nigeria,Bachelor’s degree,Student,< 1 years,Python,,,C,C++,Java,,,,,,,,Python
1498,50-54,Man,Chile,Master’s degree,Other,10-20 years,Python,,SQL,,,,,,,,,,,Python
391,30-34,Woman,India,Doctoral degree,Currently not employed,3-5 years,,R,,,,,,,,,,,,SQL
702,40-44,Man,Other,Master’s degree,Other,5-10 years,Python,,SQL,,,Java,,,,Bash,,,,Python
634,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,Python
721,25-29,Man,India,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,Bash,,,,Python
676,30-34,Woman,Brazil,Master’s degree,Student,10-20 years,Python,R,SQL,,,,,,,,,,,Python
1738,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,Python,,SQL,,,Java,,,,,,,,Python
393,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,Python,,,C,,,,,,,,,,Python
4274,35-39,Woman,Singapore,Master’s degree,Statistician,5-10 years,Python,R,,,,,,,,,,,,Python
434,22-24,Woman,Egypt,Bachelor’s degree,Student,3-5 years,Python,,SQL,,C++,,,,,,,,,Python
238,35-39,Man,Russia,Master’s degree,Software Engineer,10-20 years,Python,,,,,,Javascript,,,,,,,C
774,60-69,Man,Chile,Bachelor’s degree,Business Analyst,20+ years,Python,,SQL,,C++,Java,Javascript,,,Bash,,,,Python
209,35-39,Man,India,Bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
657,35-39,Man,Netherlands,Doctoral degree,Data Scientist,10-20 years,Python,,SQL,,,,,,,Bash,,,,Python
375,30-34,Woman,India,I prefer not to answer,Student,10-20 years,Python,,,C,C++,,,,,,,,,Python
763,22-24,Man,India,Professional degree,Data Analyst,1-2 years,Python,,SQL,,,,,,,,,,,Python
242,25-29,Man,India,Master’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
1014,22-24,Woman,Turkey,Bachelor’s degree,Student,1-2 years,Python,,,C,,,,,,,MATLAB,,,Python
590,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,,,,,,,,,,,,,Python
140,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,C++,Java,Javascript,,,,,,,Python
274,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,,,,,,Java,Javascript,,,,,,,Python
289,25-29,Woman,India,Master’s degree,Data Analyst,1-2 years,Python,,SQL,,,,,,,,,,,Python
291,22-24,Woman,Turkey,Bachelor’s degree,,,,,,,,,,,,,,,,
50179,22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
744,30-34,Woman,Portugal,Master’s degree,Research Scientist,< 1 years,Python,,,,,,,,,,,,,Python
1315,30-34,Man,Switzerland,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
329,35-39,Man,Canada,Bachelor’s degree,Software Engineer,10-20 years,Python,,SQL,,C++,,Javascript,,,,,,Other,Other
906,25-29,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,Python,,,C,C++,,,,,,MATLAB,,,SQL
185,18-21,Woman,Colombia,Bachelor’s degree,Student,1-2 years,Python,,SQL,,C++,Java,,,,,,,,Python
351,35-39,Woman,United States of America,Bachelor’s degree,Currently not employed,10-20 years,Python,,SQL,,,,,,,,,,Other,Python
4662,18-21,Man,India,Master’s degree,Student,3-5 years,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,Other,Python
720,35-39,Woman,India,Master’s degree,Student,< 1 years,Python,R,SQL,,,,,,,,,,,Python
108,18-21,Man,India,Bachelor’s degree,Student,I have never written code,,,,,,,,,,,,,,
495,22-24,Man,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,,C,,,Javascript,,,,MATLAB,,,C
211,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
474,25-29,Man,Netherlands,Bachelor’s degree,Software Engineer,5-10 years,,,SQL,C,C++,,Javascript,,,,,,,Python
108,18-21,Man,Australia,I prefer not to answer,Student,I have never written code,,,,,,,,,,,,,,
663,40-44,Man,Nigeria,Doctoral degree,Research Scientist,1-2 years,Python,,SQL,,,,,,,,MATLAB,,,Python
634,25-29,Woman,India,Master’s degree,Machine Learning Engineer,< 1 years,Python,,SQL,,,,,,,,MATLAB,,,Python
188988,35-39,Woman,India,Master’s degree,Other,10-20 years,,R,SQL,C,,,,,,,,,,Bash
796,25-29,Man,China,Master’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
9031,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,R,,,,Java,,,,,,,,C
550,18-21,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
369,22-24,Woman,Brazil,Bachelor’s degree,Data Scientist,1-2 years,Python,,,C,,Java,,,,,,,,Python
604,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Business Analyst,1-2 years,Python,,SQL,,,,,,,,,,,R
6762,18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,< 1 years,Python,,,,,,,,,,,,,Python
803,25-29,Woman,Poland,Professional degree,Data Analyst,1-2 years,Python,,SQL,,,,,,,,,,,Python
7462,18-21,Woman,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
335,25-29,Woman,India,Bachelor’s degree,Software Engineer,I have never written code,,,,,,,,,,,,,,
954,40-44,Man,United States of America,Bachelor’s degree,Business Analyst,20+ years,Python,,,,,,,,Swift,,,,,Swift
703,50-54,Woman,United States of America,Doctoral degree,Research Scientist,20+ years,Python,,,,C++,,,,,Bash,,,,C++
614,18-21,Man,India,Master’s degree,Software Engineer,3-5 years,Python,,SQL,,C++,,,,,,,,,SQL
2654,22-24,Woman,Tunisia,Professional degree,Software Engineer,3-5 years,Python,,SQL,,,,,,,,MATLAB,,,C++
806,30-34,Woman,Italy,Doctoral degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
295,18-21,Man,Malaysia,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,C,,Java,,,,,,,,Python
755,30-34,Man,Pakistan,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
694,35-39,Man,South Africa,Bachelor’s degree,Machine Learning Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python
323,60-69,Man,United Kingdom of Great Britain and Northern Ireland,I prefer not to answer,Software Engineer,20+ years,,,SQL,,C++,,,,,,,,Other,None
85,25-29,Woman,Poland,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,Bash,,,,Python
902,22-24,Man,Italy,Bachelor’s degree,Student,5-10 years,Python,R,SQL,,,Java,Javascript,,,,,,Other,Python
158,25-29,Woman,United Arab Emirates,Master’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
557,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,SQL,C,,,Javascript,,,,,,,C
722,50-54,Man,Japan,Bachelor’s degree,Other,5-10 years,Python,,,,C++,,,,,,,,,Python
354,18-21,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,R,,C,C++,,Javascript,,,,MATLAB,,,Python
216,30-34,Man,India,Master’s degree,Software Engineer,5-10 years,Python,,SQL,,,Java,,,,,,,,Python
1111,25-29,Man,India,Professional degree,Other,5-10 years,Python,R,,,,,,,,,,,,R
571,35-39,Man,Spain,Doctoral degree,Data Analyst,5-10 years,,R,,,,,,,,Bash,,,,R
709,22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 years,Python,R,SQL,,,,,,,,,,,Python
507,25-29,Man,South Korea,Master’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
777,22-24,Woman,United States of America,Master’s degree,Data Analyst,3-5 years,Python,R,SQL,,,,,,,,,,,Python
620,25-29,Man,China,I prefer not to answer,Data Analyst,3-5 years,Python,,SQL,,,Java,,,,,,,,Python
488,25-29,Man,Russia,Master’s degree,Student,3-5 years,Python,,,,,,,,,,,,,Python
351,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
